time_min,borneol,isoborneol,wasserstein_distance
0.0,0.9997543307833238,0.0002456692166763534,0.1037152289052718
5.0,0.919032369648515,0.08096763035148502,0.10542669518197176
10.0,0.8632183037072623,0.13678169629273776,0.10386048017066826
20.0,0.7570689500477064,0.24293104995229378,0.10608458613963842
30.0,0.7016287987149076,0.2983712012850925,0.1036417594514926
45.0,0.6449158249575115,0.3550841750424885,0.10684456910212731
60.0,0.659947906867376,0.3400520931326241,0.11585413427719149
90.0,0.5580395308452153,0.4419604691547847,0.10300343485331881
